id,title,release_date,description,baseline_score,developers,platforms,genres,release_year
1032673,Toontown Online,2003-06-02,"Toontown Online was a massively multiplayer online role-playing game, developed by Disney Interactive and published by the Walt Disney Company. Toontown Online was shut down by the Walt Disney Company on September 19, 2013.",3.593258426966292,"Disney Interactive,The Walt Disney Company","Windows PC,Mac",RPG,2003
1032677,The Elder Scrolls III: Bloodmoon,2003-06-03,"The Elder Scrolls III: Bloodmoon is the second expansion for its RPG of the Year, The Elder Scrolls III: Morrowind for PC. Bloodmoon takes you to the frozen Island of Solstheim where the Empire is establishing a new mining colony - a venture being threatened by the prophecy of the Bloodmoon and rumors of werewolves. You have a choice of stories to follow and have the opportunity to defend the colony, take control over how the colony is built up, and eliminate the werewolves. Or, you can decide to join the werewolves and become one of them, opening up a whole new style of gameplay.",3.7883720930232556,"Ubisoft Entertainment,Bethesda Game Studios",Windows PC,"Adventure,RPG",2003
1032679,Blitzkrieg,2003-06-04,Blitzkrieg is a real-time tactics computer game based on the events of World War II and is the first title in the Blitzkrieg (video game series). The game allows players to assume the role of commanding officer during the battles of World War II that occurred in Europe and North Africa. Each country has its respective historically correct military units. Similar to the Sudden Strike games Blitzkrieg focuses on battles rather than real-time strategy aspects like base building.,3.5,"Nival Interactive,Virtual Programming","Windows PC,Mac","Real Time Strategy,Strategy,Tactical",2003
1032691,Will Rock,2003-06-09,Will Rock must save his girlfriend from Zeus and his cronies in this fast-paced first-person shooter by Saber Interactive.,3.1619718309859155,"Saber Interactive,Ubisoft",Windows PC,Shooter,2003
1032692,Tribal Wars,2003-06-10,"Tribal Wars is a browser-based game set in the Middle Ages. Every player controls a small village, striving for power and glory.",2.6515151515151514,InnoGames,Web browser,"Real Time Strategy,Strategy",2003
1032705,Sonic Adventure DX: Director's Cut,2003-06-17,An ancient evil lurking within the Master Emerald has been unleashed from its slumber by the devious Dr. Eggman and is on the verge of becoming the ultimate monster using the 7 Chaos Emeralds. Only Sonic and his friends are heroic enough to put a stop to Dr. Eggman and his evil minions.,3.40092383107089,"Sonic Team,Sega","Windows PC,Nintendo GameCube","Adventure,Platform,Racing",2003
1032706,Dragon Ball Z: The Legacy of Goku II,2003-06-17,"Dragon Ball Z: The Legacy of Goku II was released on June 17, 2003. The plot of the game picks up where The Legacy of Goku left off, and continues until the end of the Cell Games Saga when Gohan defeats the evil android Cell. The game introduced several new concepts to the series. The first was transformations, which allowed characters to become temporarily stronger, at the cost of slowly draining their energy. It also introduced the scouter, which allowed players to look up the stats of other characters in the game, as well as basic information about them. The game also introduced charged melee attacks, which allowed characters to unleash a powerful physical strike after a short charging period. The game also allowed characters to further supplement their stats with capsules that were scattered around the game world. Despite being titled ""The Legacy of Goku"" this game featured the most limited play as the character Goku. Due to the game's success, a second version was released titled Dragon Ball Z: The Legacy of Goku II International exclusive to Japan on July 23, 2004. In this version all characters were given new profile images and their names were reverted to their original Japanese. However, Mister Satan still retains his English name ""Hercule"" on the front of his parade float. [Source] - Wikipedia.",3.509178743961353,"Atari Inc.,Webfoot Technologies",Game Boy Advance,"Adventure,RPG",2003
1032707,Midtown Madness 3,2003-06-17,"Midtown Madness 3 is an open world racing/arcade sequel, part of the Midtown Madness series. For the first time in the series, the game was released only on the Xbox, with a Windows version rumoured for later release, but ultimately scrapped.[citation needed] The game was developed by DICE (of Battlefield 1942 fame) and published by Microsoft Game Studios. This marked a change from the developer of the first two games, Angel Studios (now Rockstar San Diego). Coincidentally, Midtown Madness 3 was released in 2003 against Midnight Club II, created by the developer of the first two games, Rockstar San Diego. The Xbox-only release and change of developer heralded a significant graphical improvement to maintain the console's graphical standards.",3.5843373493975905,"Microsoft Game Studios,BeTomorrow","Xbox,Mobile","Racing,Simulator",2003
1032714,Mace Griffin: Bounty Hunter,2003-06-20,"Mace Griffin: Bounty Hunter is a first person shooter video game developed by Warthog Games and released for the PlayStation 2, Xbox and Microsoft Windows. A GameCube version was in development, but was eventually cancelled.",2.5185185185185186,"MumboJumbo,Warthog Games","Windows PC,Nintendo GameCube,Xbox,PlayStation 2",Shooter,2003
1032716,Starsky & Hutch,2003-06-20,"Starsky & Hutch is an arcade racing game based on the popular TV series from the 70s, released to tie in with the film. The game includes 18 missions, each based on an episode of the TV show and introduced by Antonio 'Huggy Bear' Fargas. There is also a free roaming mode, in which the player explores the GTA-esque environment looking for action and trouble. Like the film, the game does not entirely play it straight. Starsky & Hutch are actually shooting a TV show, and the scoring for each mission reflects how ratings-friendly your driving is. You are awarded gold, silver or bronze medals for each mission depending on performance, and must get at least 1 gold and 2 silvers on season 1 for a second season to be commissioned, and 3 golds and 2 silvers in season 2 for there to be a third for you to play through. The overall goal in each mission is usually to chase and destroy a criminal's car. There is always a secondary target as well. In addition, the player will gain viewers by hitting the bad guy, pulling off elaborate jumps and skids, nearly hitting civilians, and hitting the bonus targets such as canisters which are strewn through the levels. Hitting civilians will lose viewers.",2.4457831325301207,"Empire Interactive,Mind's Eye","Windows PC,Nintendo GameCube,Xbox,PlayStation 2",Racing,2003
1032717,Star Trek: Elite Force II,2003-06-20,"In this sequel to the first person action game, you resume the role of Alexander Munro, chief of the Hazard Team, Starfleet's elite security unit. Now assigned to the U.S.S. Enterprise NCC 1701-E, you'll explore strange new worlds, battle against both new and familiar civilizations and go on the most dangerous assignments in the galaxy. After a brief prologue on the U.S.S. Voyager and a short stint at Starfleet Academy, the Hazard Team is assigned its toughest mission yet - duty onboard the Federation's renowned flagship, the U.S.S. Enterprise NCC 1701-E.",3.2395833333333335,"Ritual Entertainment,Activision","Windows PC,Mac","Puzzle,Shooter",2003
1032720,Neighbours from Hell,2003-06-20,"Woody is an average man who has a happy life, until his neighbor Mr. Rottweiler, makes his life miserable. So Woody decides to take full revenge on Mr. Rottweiler, becoming the star of a new TV show where he performs tricks on his unsuspecting neighbour, setting traps in his house such as sawing the chair, banana peels/soap on the floor, smeared paintings and messing with home equipment. Create disarray, increase ratings, and win awards as you make a living hell out of the neighbour's life!",3.7309941520467835,"Encore,JoWooD Productions Software","Windows PC,Nintendo GameCube,Xbox","Adventure,Strategy",2003
1032721,Mother 1+2,2003-06-20,"Mother 1+2 is a compilation of the first two installments of the Mother series, MOTHER and MOTHER 2: GIYGAS STRIKES BACK! (known outside Japan as EarthBound Beginnings and EarthBound, respectively). Mother tells the story of Ninten, a 12-year-old boy who journeys around the world using his psychic powers to collect eight melodies in order to save the planet from an evil race of mind-controlling aliens. Mother 2 tells the story of Ness, a young boy who journeys around the world also using psychic powers to collect eight melodies in order to save the future from an alien of pure evil, intending to sentence all of reality to the horror of eternal darkness. The version of Mother included in this bundle has a special item that can be used to change the difficulty of the game, since it lessens the amount of random encounters and modifies the overall status of the enemies.",3.702205882352941,"Ape,Nintendo",Game Boy Advance,"Adventure,RPG",2003
1032722,Wario World,2003-06-20,"While Wario enjoys the riches from his many adventures, a mysterious black jewel in his trove transforms gems into monsters. Now, Wario must scramble to recover his riches in an alternate world filled with quirky puzzles, swarming enemies, and lots of loot. As Wario, you'll punch, kick, jump, grab monsters and objects, and inhale surrounding coins like a vacuum cleaner. You must cling to 3D balls to fight bosses, find hidden areas through trap doors, and bash your surroundings to uncover secrets.",3.374745417515275,"Treasure,Nintendo",Nintendo GameCube,"Brawler,Platform",2003
1032723,Tomb Raider: The Angel of Darkness,2003-06-20,"Tomb Raider: The Angel of Darkness is the sixth game in the Tomb Raider series, and is the sequel to Tomb Raider: Chronicles. Angel of Darkness introduces new stealth and close-combat moves - ducking, sneaking and hug-the-walls walking. Lara must build her skills by performing action sequences. You'll have her running, dodging, performing flying leaps and platform jumps, shimming along walls and cables, as well as moving boxes and other obstacles around. Advancements are achieved with strategically placed power-ups. Collect weapons and ammunition, artifacts and money.",2.5021398002853066,"Core Design,Eidos Interactive","Windows PC,Mac,PlayStation 2","Adventure,Shooter",2003
1032724,Neverwinter Nights: Shadows of Undrentide,2003-06-21,"Neverwinter Nights: Shadows of Undrentide offers role playing fans even more D&D features than the ground breaking original. Additions include new skills, including Tumble and Appraise; new feats, such as Divine Might, Extra Music and Bullheaded; new weapons, such as Holy Water Flasks and Choking Powder; new prestige classes, like Harper Scout; new monsters from the D&D universe, including Medusa, Cockatrice, Sphinx, and Female Fire Giant; and dozens of new spells. In addition, the expansion pack equips amateur module makers with additional content for the Neverwinter Nights Aurora Toolset, the groundbreaking software included with the full game that allows players to create their own universes, quests and storylines. The toolset will be augmented with all new tile sets for creation of new environments as well as new ""Wizards"" or automated guides, to help gamers build and play adventures of their own creation.",3.4886363636363638,"Atari Inc.,BioWare Edmonton","Windows PC,Mac","Adventure,RPG",2003
1032728,Second Life,2003-06-23,"Travel with friends to thousands of beautiful and exciting places — all created by the Second Life community. Filled with Friends, millions of people have already joined Second Life. Chat for free using voice or text with folks from around the world who share your passions and interests.",2.01271186440678,Linden Research,"Windows PC,Mac,Linux",Simulator,2003
1032732,Advance Wars 2: Black Hole Rising,2003-06-24,"In Advance Wars 2: Black Hole Rising brings your GBA all-new strategic action and all-new fighting action! Thrilling turn-based strategy gameplay that will put your brain & your reflexes to the test, in this sequel to the original hit!",4.06062424969988,"Nintendo,Intelligent Systems","Wii U,Game Boy Advance","Strategy,Tactical,Turn Based Strategy",2003
1032737,F1 Challenge '99-'02,2003-06-24,"F1 Challenge (F-1 ライブ インフォメーション F-1 Live Information?) is an officially licensed Formula One game developed by Bell Corporation and produced by Sega for the Sega Saturn. The game contains only three of the many Formula One Circuits, Hockenheim, Monte Carlo and the Suzuka Circuit while having another three based on the fictional Neo City containing three different configurations.[1] While containing a full license (The license is granted by FOCA, not the FIA) of the 1995 Formula One racing season with thirteen teams and twenty-six drivers, the game only allows the player to play as five drivers: Michael Schumacher (Benetton), Damon Hill (Williams), Jean Alesi(Ferrari), Ukyo Katayama (Tyrrell), and Mika Häkkinen (McLaren). The other teams and drivers are in the game and the cars are correctly modeled but are unselectable.",3.8220338983050848,"EA Sports,Image Space Incorporated","Windows PC,Mac,Nintendo GameCube,Xbox,PlayStation,Game Boy Advance,PlayStation 2","Racing,Simulator",2003
1032746,Mata Nui Online Game II: The Final Chronicle,2003-06-26,"Hahli, a shy Ga-Matoran flax maker travels around the island of Mata Nui to prepare for her big game at the Kolhii Championship.",3.3620689655172415,Templar Studios,"Windows PC,Web browser","Adventure,Point-and-Click",2003
1032748,Viewtiful Joe,2003-06-26,"Joe is no ordinary man and Viewtiful Joe is no ordinary game. Capcom's new superhero action game mixes funky cartoon-style visuals with classic side-scrolling gameplay and introduces the world's quirkiest million dollar action hero. More than just any ordinary dude, Joe must transform into the ultimate superhero. It's up to you to activate the correct view mode like ""slow"" or ""zoom in"" in order to clobber your enemies with beautiful style. You can also speed up or slow down your visual effects for even more ""viewtiful"" moves. Viewtiful Joe mixes an innovative viewpoint with an amazing stunt-filled action movie universe.",3.7335313174946005,"Capcom,Team Viewtiful","Nintendo GameCube,PlayStation 2","Brawler,Platform",2003
1032749,Monster Attack,2003-06-26,"Monster Attack is a third-person action shooter and the first game in the Chikyuu Boueigun / Earth Defense Force series. The player takes the role of an EDF (Earth Defence Force) infantry man to single handily battle hordes of giant bugs, robots and alien ships that have invaded Earth, across 30 missions. The game eludes to other EDF forces, but they are never seen. You choose two weapons for each mission from dozens of various missile launchers, machine guns, flamethrowers and more unique weapons, some, faster, more powerful or better suited to the mission at hand than others, are given infinite ammo (though the weapons must still be reloaded after each clip is used up) and are set loose in one of several (usually city-based) fully destructible environments. Players can also mount a vehicles such as an air bike, a tank and a helicopter. The player recovers and increases his maximum health and armour, and unlocks new weapons by picking up power-ups from defeated enemies that spawn in and come at the player by the dozen. The game also features 2-player split-screen cooperative multiplayer.",2.8658536585365852,"Sandlot,D3Publisher",PlayStation 2,Shooter,2003
1032751,Dino Crisis 3,2003-06-26,"Dino Crisis 3 is a survival horror video game released exclusively for the Xbox. It is the fourth and final game in the Dino Crisis series. Like the previous iterations of the series, gameplay revolves around fighting dinosaurs. Unlike the first three installments of the Dino Crisis series, the enemies in the game are not real-world dinosaurs, but new species created through advanced genetic engineering technology. The action takes place in outer space, on a starship, the Ozymandias.",1.3364779874213837,"Capcom,Capcom Production Studio 4",Xbox,Adventure,2003
1032755,Star Wars Galaxies: An Empire Divided,2003-06-26,"Immerse yourself in Star Wars in a way you've only dreamed! Find your place during the epic galactic struggle between good and evil, and shape your own destiny. Star Wars Galaxies is the first massively multiplayer online roleplaying game based on the Star Wars universe that lets you live the movies with thousands of other players from around the world!",3.596590909090909,"Sony Online Entertainment,LucasArts",Windows PC,"Adventure,RPG,Simulator",2003
1032756,Doubutsu no Mori e+,2003-06-27,"This is the japanese only version of Animal Crossing, with the addition of support to e-Cards for the e-Reader.",4.140625,"Nintendo,Nintendo EAD",Nintendo GameCube,Simulator,2003
1032776,Pirates of the Caribbean,2003-07-01,"Pirates of the Caribbean is a role-playing game in which the player takes the role of a pirate who has to grow in skill by fighting, trading and solving quests. The player can buy and upgrade a ship, sign-up a crew, and try to rule the seas of the Caribbean.",3.204379562043796,"1C Company,Akella","Windows PC,Xbox","Adventure,RPG",2003
1032781,Warcraft III: The Frozen Throne,2003-07-01,"Warcraft III: The Frozen Throne adds a host of new features to the game, including four new campaigns that take you across the frozen continent of Northrend. Explore new maps and master new units such as the Troll Bat Riders, the Blood Elf Spell Breakers, and the destructive Mountain Giants.",4.365028609895658,"Capcom,Blizzard Entertainment","Windows PC,Mac","Real Time Strategy,Strategy",2003
1032803,Super Mario Advance 4: Super Mario Bros. 3,2003-07-11,"Super Mario Advance 4 is a GBA remake of Super Mario Bros. 3 for the NES. Super Mario Advance is a four-part series for the GBA with Super Mario games of the NES and SNES era. The remakes came with adjusted graphics, sound and additional content. Each game of the series includes additionally the arcade-classic ""Mario Bros"" which can be played in multiplayer via link cable.",4.033078184800438,Nintendo,Game Boy Advance,Platform,2003
1032804,Kirby Air Ride,2003-07-11,"Kirby Air Ride is a 2003 racing game video game developed by HAL Laboratory and published by Nintendo for the Nintendo GameCube video game console. The game has the players and computer-controlled racers ride on Air Ride Machines. The game supports up to four players, and was the first GameCube title to support LAN play using broadband adapters and up to four GameCube systems. Players take control of Kirby or any of his multicolored counterparts to compete in races or other minigames. The game consists of three different game modes: Air Ride, Top Ride, and City Trial.",3.7679966517857144,"Nintendo,HAL Laboratory",Nintendo GameCube,"Arcade,Racing",2003
1032805,Ribbit King,2003-07-11,The 'Kero Kero' of the title comes from the onomatopoeia for the sound a frog makes. But no wonder the frog is squawking as it gets hammered around the course in a game of croquet with frogs instead of balls. Various conditions to consider too like in golf such as the wind direction or the fact that the ball is a frog and will jump off spiders webs or launch at passing flies. Allows players to enjoy their own characters in versus mode too.,3.847916666666667,"Bandai,Jamsworks","Nintendo GameCube,PlayStation 2",Sport,2003
1032807,Formula One 2003,2003-07-11,"This game is an officially licensed product of the FIA Formula One 2003 championship. It features all the drivers, tracks (including changes), teams and the new qualifying rules and point tables. You can fine-tune almost every aspect of the chosen car to create the best setup for the current track.",3.152173913043478,"Sony Computer Entertainment,SCE Studio Liverpool",PlayStation 2,"Racing,Simulator,Sport",2003
1032812,Capcom vs. SNK 2 EO,2003-07-14,"Capcom vs. SNK 2 EO is the same game but with minor changes in gameplay and the inclusion of an EO (""Easy Operation"") system that allows the player to perform specific attacks by simply moving the right analog stick in a certain direction. Like all other home versions of the game, CvS2: EO also contains four bonus characters: Evil Ryu, Orochi Iori, Shin Akuma (Shin Gouki in Japan), and Ultimate Rugal (God Rugal in Japan), powered-up versions of four regular characters. Before selecting a team, the game offers a selection of ""Grooves"", which change the way the game is played, as well as ""AC-ism"" or ""GC-ism"" Grooves; GC-ism simplifies the control scheme, originally designed for the GameCube gamepad. In the Xbox version it is called EO-ism. Capcom vs. SNK 2 EO also removed the Roll Cancel glitch that was in the original versions. In addition, the Xbox version of CvS2: EO also included online play for up to two players on Xbox Live as well as progressive-scan (480p) support, which was noticeably absent in the PlayStation 2 version.",3.668539325842697,Capcom,"Nintendo GameCube,Xbox",Fighting,2003
1032819,Star Wars: Knights of the Old Republic,2003-07-15,"Choose Your Path! Set 4,000 years before the Galactic Empire, you are the last hope for the Jedi Order and the Republic - can you master the ways of the Force to become their savior? Or will you fall to the dark side and achieve ultimate power? Hero, villain, peacekeeper, or chaos-bringer... you and your party will determine the fate of the galaxy! Star Wars: Knights of the Old Republic is a role-playing video game. Players will be able to create their own characters and be able to choose what gender, appearance, class, skills, attributes, and feats they have throughout the game - no two characters will be the same!",4.2082296204107035,"BioWare,LucasArts","Windows PC,Android,Mac,Xbox,iOS,Nintendo Switch","Adventure,RPG",2003
1032823,NCAA Football 2004,2003-07-16,"NCAA Football 2004 is an American football video game released in 2003 by Tiburon. It is the successor to NCAA Football 2003 in the NCAA Football series. The player on the cover is former USC quarterback Carson Palmer. The game is available for play with the N-Gage. Commentators are Brad Nessler, Kirk Herbstreit and Lee Corso. The game is an EA Sports Bio game, and is compatible with other games with the feature (Madden NFL 2004 and NASCAR Thunder 2004, for example). The game's gameplay similar to NCAA Football 2003, but with updated player stats and rosters. Players can rename players or create their own college team. If the player named the school after one of the schools in the game, the announcers use its name and fight song in the game. The game features new on-field presentation features such as players walking out of their locker room area and then onto the field behind a group of flag bearers. It also features player touchdown celebrations which can result in a penalty for unsportsmanlike conduct.",3.5681818181818183,"EA Sports,EA Orlando","Nintendo GameCube,Xbox,PlayStation 2",Sport,2003
1032824,Boktai: The Sun Is in Your Hand,2003-07-16,"Hideo Kojima, the man that's most known for bringing the Metal Gear Solid series to life, has come up with an extremely ambitious idea for the Game Boy Advance: harness the energy of sunlight for a videogame. Enter Boktai, a vampire-hunting action and adventure game that not only encourages players to get outside and play in the fresh air...it almost requires it. Utilizing a special cartridge with a built-in a sun sensor, the amount of sunlight outside the game determines how much sunlight shows up in the actual adventure. And since the player's gun is actually fueled by sunlight, the more sunlight you can get the stronger and more capable you are in the game.",3.6142857142857143,"Konami,Konami Computer Entertainment Japan",Game Boy Advance,"Adventure,RPG",2003
1032825,R-Type Final,2003-07-17,"Like other games in the R-Type Series, the game is a scrolling shooter where you need to guide a spaceship through various stages and destroy the many enemies (including very large end of level bosses). The game features a large variety of spaceships (over 100!) to choose from, each with varying capabilities. Regardless of which ship you choose, you begin the game with limited firepower; you can fire a basic weapon, or hold down a button to charge up and fire a more powerful burst. Occasionally power ups will appear on the screen; collect these to equip your ship with additional weapons, including a variety of lasers, missiles, and other useful items. In addition to the normal game, an AI VS mode is also included. In this mode, you can set up one of your available fighters to be controlled by the computer and then fight it to see who wins in various battles.",3.565,"Irem,Eidos Interactive",PlayStation 2,"Arcade,Shooter",2003
1032833,Mega Man X7,2003-07-17,"The plot of Mega Man X7 takes place in the 22nd century, during an age when humans coexist with humanoid robots called ""Reploids"". As some Reploids participate in violent and destructive crime, a police organization called the ""Maverick Hunters"" has been established to stamp out this activity. Maverick crime is rising in newly constructed cities. As this new crime wave hits, X retires, tired from the never-ending battles. A new group of vigilantes, Red Alert, is introduced. One of their members, Axl, decides he has had enough of their ""murdering"" and tries to leave the group. Red, the group's leader, is angered by Axl deserting, and goes on a rampage to get Axl back.",1.4242246928028086,"Capcom Production Studio 3,Capcom","Windows PC,PlayStation 2","Adventure,Platform",2003
1032838,Pokémon Channel,2003-07-18,"Pokémon Channel is a 2003 video game in the Pokémon series for the GameCube, developed by Ambrella and published by Nintendo and The Pokémon Company. The player's goal is to help Professor Oak refine and promote his TV network through watching broadcasts with a Pikachu. The game contains elements of the adventure, digital pet, and simulation genres. The player can explore full 3D environments, have Pikachu converse with other Pokémon, and collect various items. The game was developed rather quickly as a sequel to the Nintendo 64 title Hey You, Pikachu! and to promote the Nintendo e-Reader accessory, and uses a novel 3D texturing effect. It was first showcased at Electronic Entertainment Expo (E3) 2003 and later through a month-long series of promotional events in Sapporo, Hokkaido, Japan. It was released on July 18, 2003, in Japan, December 1 in North America, and April 2, 2004, in Europe. In Japan, the game sold 66,373 copies in its first year. It received mixed reviews, which generally criticized its low level of interactivity and repetitive sound effects, though its collecting aspects and visuals were somewhat better received.",2.6571279916753383,"Ambrella,Nintendo",Nintendo GameCube,"Adventure,Puzzle,Simulator",2003
1032839,Disney's Magical Quest 2 Starring Mickey & Minnie,2003-07-18,"The Great Circus Mystery Starring Mickey and Minnie is the sequel to The Magical Quest starring Mickey Mouse. This time, the game features both mice, who must discover why the circus suffered an attack from Baron Pete.",3.3020833333333335,"Capcom Entertainment Inc.,Capcom",Game Boy Advance,"Adventure,Platform,Puzzle",2003
1032847,Downhill Domination,2003-07-22,"Downhill Domination is a video game based on a fictional racing event with fictional racers mixed with a few unlockable professional racers. The game was released exclusively for the PlayStation 2. Downhill Domination includes a very different style of gameplay that differs from standard bike racing games by having the character riding downhill almost exclusively (hence the name), due to the incline of the tracks.",3.911392405063291,"Codemasters,Incognito Entertainment",PlayStation 2,"Racing,Sport",2003
1032855,The Great Escape,2003-07-23,"The Great Escape is an action-adventure stealth video game based on the 1963 movie of the same name. It was developed by UK-based developer Pivotal Games. The game was released on Xbox, Microsoft Windows and PlayStation 2.",2.7027027027027026,"Pivotal Games,Marvelous Entertainment","Windows PC,Xbox,PlayStation 2","Adventure,Indie,Shooter",2003
1032856,Warning Forever,2003-07-24,Warning Forever is a top-down shooter that pits you against a never-ending onslaught of procedurally-generated bosses which evolve to counter your strategies.,3.55,Hikware,Windows PC,Shooter,2003
1032857,SNK vs. Capcom: SVC Chaos,2003-07-24,"SNK vs. Capcom: SVC Chaos primarily utilizes the command system of The King of Fighters series, incorporating light/strong kicks, punches, cancels and charging attacks. Unlike its predecessor, Capcom vs. SNK 2, this game lacks both air guards and a ""groove system"", instead focusing on quicker gameplay. Characters are provided with a basic 3-level bar system for executing super-special attacks with basic filling options attributed to strikes and damage. Additionally, the sprites from the various series received new models and some special effects were changed in the command lists (for example, the player cannot increase the damage of the Zujou Sashi used by Choi Bounge by tapping the buttons anymore).",2.961904761904762,"SNK Playmore,Mega Enterprise","Xbox,Arcade,Neo Geo MVS,PlayStation 2,Neo Geo AES",Fighting,2003
1032860,Shining Soul II,2003-07-24,"As monsters begin to appear in the kingdom Klantol, King Marcel announces a grand tournament at the coliseum to find a hero that can protect the country. Now, as a mighty Brawler, Priestess, Dark Wizard, or Ninja, you must accept the king's challenge. Each character has certain strengths and weaknesses that can mean the difference between victory and defeat in single-player, multiplayer, or cooperative multiplayer modes. In addition to valuable weapons and armor, you can equip your party with Force Links, which, when combined, create a Shining Force--a powerful weapon capable of decimating the enemy forces.",3.4917355371900825,"Sega,Nextech","Wii U,Game Boy Advance",RPG,2003
1032862,Tokyo Xtreme Racer 3,2003-07-24,"Tokyo Xtreme Racer 3 (or 首都高バトル 01 in the Japanese release) was released for the PlayStation 2 in 2003 as part of Genki's Shutokou Battle series. This entry in the series was released two years after the previous game, Tokyo Xtreme Racer: Zero. Much like other entries in the series, the objective is to become the fastest racer on the highways of Japan, but unlike those before it, TXR3 allows the players to race in Nagoya and Osaka instead of just Tokyo, and the Tokyo map is expanded to include the Yokohama area. In addition, this title adds a weather cycle. TXR3 includes a fully-licensed list of cars from a variety of Japanese, American, and European manufacturers instead of the old car model designation method of ""Type-(technical model name)"", and furthermore, the car list itself was culled of many repeat models so to simplify and reduce the number of cars. The A, B, and C car designations were also removed. Graphically speaking, Tokyo Xtreme Racer 3 is a definite improvement over previous entries. Car models feature a higher polygon count and are much more extensively detailed and lighting effects were also greatly improved, featuring light streaking effects, road reflections and higher quality car reflections.",3.723076923076923,"Crave Entertainment,Genki",PlayStation 2,Racing,2003
1032866,Age of Wonders: Shadow Magic,2003-07-25,"Age of Wonders: Shadow Magic is the third entry in the award winning fantasy strategy series. This fan-favorite enhances the series' praised fusion of empire building, role-playing and tactical combat with the eerie Shadow World and battle with races never before seen, across new and diverse landscapes.  Combined with the option of creating a totally unique environment with the map generator and rewriting the history of this world through the enhanced campaign editor, you are ensured a constant stream of completely new game experiences.",3.9393939393939394,"Gathering of Developers,Triumph Studios","Windows PC,Linux","RPG,Strategy,Turn Based Strategy",2003
1032868,F-Zero GX,2003-07-25,"F-Zero GX is the fourth installment in the F-Zero series and the successor to F-Zero X. The game continues the series' difficult, high-speed racing style, retaining the basic gameplay and control system from the Nintendo 64 title. A heavy emphasis is placed on track memorization and reflexes, which aids in completing the title. GX introduces a ""Story Mode"" element, where the player walks in the footsteps of Captain Falcon through nine chapters, completing various missions.",4.195987654320987,"Nintendo,Amusement Vision",Nintendo GameCube,Racing,2003
1032872,Onimusha Tactics,2003-07-25,"Onimusha Tactics is a turn-based strategy game between the player's side and the enemy's side. In each level you can bring a squad of no more than 10 people. There are no items to buy or sell, however equipment is available and customizable. Upgrades of existing weapons and armor can be done using the defeated souls of enemies absorbed into the Oni Gauntlet. New weapons and armor can be found or created through fusion of Genma Stones. Recipes must be found for each separate item before it can be fused.",2.889830508474576,Capcom,"Wii U,Game Boy Advance","RPG,Strategy,Tactical,Turn Based Strategy",2003
1032877,Initial D: Special Stage,2003-07-26,"Initial D Special Stage is a Driving game, developed by Sega Rosso and published by Sega, which was released in Japan in 2003.",3.719178082191781,"Sega Rosso,Sega",PlayStation 2,Racing,2003
1032886,Microsoft Flight Simulator 2004: A Century of Flight,2003-07-29,"As the name suggests, Microsoft Flight Simulator 2004: A Century of Flight, is that year's version of the popular simulator from Microsoft and celebrates 100 years of flight. Flight Simulator 2004 includes 9 historical aircraft such as the Wright Flyer from 1903, DC-3, Vickers Vimy, Curtiss Jenny and the Ryan NVP 'Spirit of St. Louis’ that you can pilot and new challenges centered around the historical aircraft. It includes a new help system called 'Learning Center' and an improved ATC, and a new dynamic weather system. The GPS systems in Flight Simulator 2004 have been completely overhaulled and are now based on real world Garmin 500/295 GPS systems.",3.8125,Microsoft Game Studios,Windows PC,Simulator,2003
1032892,Aliens Versus Predator: Extinction,2003-07-30,"Aliens Versus Predator: Extinction is a real-time strategy game featuring three different species, all vying for control of the planet LV-742. Players can command an elite force of Colonial Marines, stalk their prey as a member of the Predator clan, or scurry along in packs as the acid-spitting Aliens. Gameplay involves advancing through a series of missions ranging in locale from jungles and caverns to futuristic battlefields and space colonies. Each faction offers ten types of combat units that can be upgraded over time with new attributes or equipment specific to the species. Predators, for instance, increase their number of vision modes, Aliens impregnate their victims with facehuggers, while Colonial Marines receive new weapon enhancements. As in titles like StarCraft, units range in scope from standard grunts and infantry to specialized forces and massive troop transports.",2.788659793814433,"Zono Inc.,EA Games","Xbox,PlayStation 2","Real Time Strategy,Strategy",2003
1032907,Pokémon Pinball: Ruby & Sapphire,2003-08-01,"Pokemon Pinball has all the features you'd demand of a pinball game, including bonus tables, lots of bumpers and ways to score massive points. As with your standard videogame pinball game, the left button on the D-pad and the A-button control the flippers with the R/L triggers used to shake the table. The catch here is that everything is themed in Pokemon. Instead of a ball, you make use of a Pokeball. Instead of standard bumpers, you're hitting the Pokeball against other Pokemon, and the ultimate goal is of course to ""catch 'em all"". The game features 200 Pokemon, two main tables, and link cable support.",3.4907723855092274,"Nintendo,Jupiter Corporation","Wii U,Game Boy Advance","Adventure,Arcade,Pinball",2003
1032909,Futurama,2003-08-01,"Futurama begins when Professor Farnsworth sells his delivery ship to Mom, an evil businesswoman, giving her ownership of more than 50 percent of Earth. Now, with Mom threatening to enslave humanity, it's up to you to travel back in time to stop the deal from taking place. You can play as Fry, Bender, Leela, and Dr. Zoidberg, each with unique fighting skills and weapons. With each character, you must master their power-ups and complete their tasks to emerge victorious against Mom and her death bot troopers.",2.5232558139534884,"VU Games,Unique Development Studios","Android,Nintendo GameCube,Xbox,PlayStation 2","Platform,Puzzle",2003
